year,month,soilm_basin_avg,source_file
2000,11,546.8587036132812,NLDAS_NOAH0125_M.A200011.020.nc
2000,12,593.05517578125,NLDAS_NOAH0125_M.A200012.020.nc
2001,1,611.1109008789062,NLDAS_NOAH0125_M.A200101.020.nc
2001,2,646.39599609375,NLDAS_NOAH0125_M.A200102.020.nc
2001,3,633.6765747070312,NLDAS_NOAH0125_M.A200103.020.nc
2001,4,611.5610961914062,NLDAS_NOAH0125_M.A200104.020.nc
2001,5,553.2574462890625,NLDAS_NOAH0125_M.A200105.020.nc
2001,6,589.8927612304688,NLDAS_NOAH0125_M.A200106.020.nc
2001,7,551.67529296875,NLDAS_NOAH0125_M.A200107.020.nc
2001,8,516.6192626953125,NLDAS_NOAH0125_M.A200108.020.nc
2001,9,484.0548095703125,NLDAS_NOAH0125_M.A200109.020.nc
2001,10,467.4908752441406,NLDAS_NOAH0125_M.A200110.020.nc
2001,11,447.5037841796875,NLDAS_NOAH0125_M.A200111.020.nc
2001,12,472.6123962402344,NLDAS_NOAH0125_M.A200112.020.nc
2002,1,515.5411376953125,NLDAS_NOAH0125_M.A200201.020.nc
2002,2,538.4288330078125,NLDAS_NOAH0125_M.A200202.020.nc
2002,3,561.1328735351562,NLDAS_NOAH0125_M.A200203.020.nc
2002,4,568.697265625,NLDAS_NOAH0125_M.A200204.020.nc
2002,5,590.9405517578125,NLDAS_NOAH0125_M.A200205.020.nc
2002,6,573.0847778320312,NLDAS_NOAH0125_M.A200206.020.nc
2002,7,496.89752197265625,NLDAS_NOAH0125_M.A200207.020.nc
2002,8,429.28851318359375,NLDAS_NOAH0125_M.A200208.020.nc
2002,9,453.6110534667969,NLDAS_NOAH0125_M.A200209.020.nc
2002,10,509.8415222167969,NLDAS_NOAH0125_M.A200210.020.nc
2002,11,588.8907470703125,NLDAS_NOAH0125_M.A200211.020.nc
2002,12,613.4090576171875,NLDAS_NOAH0125_M.A200212.020.nc
2003,1,602.80810546875,NLDAS_NOAH0125_M.A200301.020.nc
2003,2,583.4569702148438,NLDAS_NOAH0125_M.A200302.020.nc
2003,3,656.1060791015625,NLDAS_NOAH0125_M.A200303.020.nc
2003,4,609.6234130859375,NLDAS_NOAH0125_M.A200304.020.nc
2003,5,574.7968139648438,NLDAS_NOAH0125_M.A200305.020.nc
2003,6,632.0858764648438,NLDAS_NOAH0125_M.A200306.020.nc
2003,7,551.0029907226562,NLDAS_NOAH0125_M.A200307.020.nc
2003,8,557.3794555664062,NLDAS_NOAH0125_M.A200308.020.nc
2003,9,547.5277099609375,NLDAS_NOAH0125_M.A200309.020.nc
2003,10,569.1494750976562,NLDAS_NOAH0125_M.A200310.020.nc
2003,11,620.5945434570312,NLDAS_NOAH0125_M.A200311.020.nc
2003,12,633.810791015625,NLDAS_NOAH0125_M.A200312.020.nc
2004,1,599.8832397460938,NLDAS_NOAH0125_M.A200401.020.nc
2004,2,620.566650390625,NLDAS_NOAH0125_M.A200402.020.nc
2004,3,620.51123046875,NLDAS_NOAH0125_M.A200403.020.nc
2004,4,614.7939453125,NLDAS_NOAH0125_M.A200404.020.nc
2004,5,590.1100463867188,NLDAS_NOAH0125_M.A200405.020.nc
2004,6,538.4076538085938,NLDAS_NOAH0125_M.A200406.020.nc
2004,7,542.3301391601562,NLDAS_NOAH0125_M.A200407.020.nc
2004,8,575.2693481445312,NLDAS_NOAH0125_M.A200408.020.nc
2004,9,526.5933837890625,NLDAS_NOAH0125_M.A200409.020.nc
2004,10,575.716552734375,NLDAS_NOAH0125_M.A200410.020.nc
2004,11,588.4180297851562,NLDAS_NOAH0125_M.A200411.020.nc
2004,12,619.1568603515625,NLDAS_NOAH0125_M.A200412.020.nc
2005,1,611.6942749023438,NLDAS_NOAH0125_M.A200501.020.nc
2005,2,607.4510498046875,NLDAS_NOAH0125_M.A200502.020.nc
2005,3,606.4789428710938,NLDAS_NOAH0125_M.A200503.020.nc
2005,4,615.0717163085938,NLDAS_NOAH0125_M.A200504.020.nc
2005,5,569.1450805664062,NLDAS_NOAH0125_M.A200505.020.nc
2005,6,540.51806640625,NLDAS_NOAH0125_M.A200506.020.nc
2005,7,563.6561279296875,NLDAS_NOAH0125_M.A200507.020.nc
2005,8,494.3862609863281,NLDAS_NOAH0125_M.A200508.020.nc
2005,9,430.5802001953125,NLDAS_NOAH0125_M.A200509.020.nc
2005,10,549.5426025390625,NLDAS_NOAH0125_M.A200510.020.nc
2005,11,596.01123046875,NLDAS_NOAH0125_M.A200511.020.nc
2005,12,617.2034912109375,NLDAS_NOAH0125_M.A200512.020.nc
2006,1,632.4033203125,NLDAS_NOAH0125_M.A200601.020.nc
2006,2,605.146728515625,NLDAS_NOAH0125_M.A200602.020.nc
2006,3,571.8853759765625,NLDAS_NOAH0125_M.A200603.020.nc
2006,4,564.586669921875,NLDAS_NOAH0125_M.A200604.020.nc
2006,5,574.3869018554688,NLDAS_NOAH0125_M.A200605.020.nc
2006,6,593.1029663085938,NLDAS_NOAH0125_M.A200606.020.nc
2006,7,581.8790283203125,NLDAS_NOAH0125_M.A200607.020.nc
2006,8,506.6808166503906,NLDAS_NOAH0125_M.A200608.020.nc
2006,9,545.851806640625,NLDAS_NOAH0125_M.A200609.020.nc
2006,10,578.5425415039062,NLDAS_NOAH0125_M.A200610.020.nc
2006,11,630.671630859375,NLDAS_NOAH0125_M.A200611.020.nc
2006,12,595.9763793945312,NLDAS_NOAH0125_M.A200612.020.nc
2007,1,611.8165283203125,NLDAS_NOAH0125_M.A200701.020.nc
2007,2,569.8353881835938,NLDAS_NOAH0125_M.A200702.020.nc
2007,3,613.5369873046875,NLDAS_NOAH0125_M.A200703.020.nc
2007,4,631.2041015625,NLDAS_NOAH0125_M.A200704.020.nc
2007,5,593.5810546875,NLDAS_NOAH0125_M.A200705.020.nc
2007,6,558.7198486328125,NLDAS_NOAH0125_M.A200706.020.nc
2007,7,549.0219116210938,NLDAS_NOAH0125_M.A200707.020.nc
2007,8,513.5037841796875,NLDAS_NOAH0125_M.A200708.020.nc
2007,9,473.0239562988281,NLDAS_NOAH0125_M.A200709.020.nc
2007,10,455.3735656738281,NLDAS_NOAH0125_M.A200710.020.nc
2007,11,513.159912109375,NLDAS_NOAH0125_M.A200711.020.nc
2007,12,553.9478149414062,NLDAS_NOAH0125_M.A200712.020.nc
2008,1,605.2850341796875,NLDAS_NOAH0125_M.A200801.020.nc
2008,2,611.380126953125,NLDAS_NOAH0125_M.A200802.020.nc
2008,3,610.28955078125,NLDAS_NOAH0125_M.A200803.020.nc
2008,4,583.2959594726562,NLDAS_NOAH0125_M.A200804.020.nc
2008,5,575.3963012695312,NLDAS_NOAH0125_M.A200805.020.nc
2008,6,558.0370483398438,NLDAS_NOAH0125_M.A200806.020.nc
2008,7,503.62567138671875,NLDAS_NOAH0125_M.A200807.020.nc
2008,8,464.3968811035156,NLDAS_NOAH0125_M.A200808.020.nc
2008,9,466.9601135253906,NLDAS_NOAH0125_M.A200809.020.nc
2008,10,482.6081848144531,NLDAS_NOAH0125_M.A200810.020.nc
2008,11,546.5352172851562,NLDAS_NOAH0125_M.A200811.020.nc
2008,12,618.6255493164062,NLDAS_NOAH0125_M.A200812.020.nc
2009,1,608.2700805664062,NLDAS_NOAH0125_M.A200901.020.nc
2009,2,590.7247314453125,NLDAS_NOAH0125_M.A200902.020.nc
2009,3,574.02392578125,NLDAS_NOAH0125_M.A200903.020.nc
2009,4,590.0852661132812,NLDAS_NOAH0125_M.A200904.020.nc
2009,5,599.1219482421875,NLDAS_NOAH0125_M.A200905.020.nc
2009,6,599.0932006835938,NLDAS_NOAH0125_M.A200906.020.nc
2009,7,560.9612426757812,NLDAS_NOAH0125_M.A200907.020.nc
2009,8,587.6492919921875,NLDAS_NOAH0125_M.A200908.020.nc
2009,9,577.1199340820312,NLDAS_NOAH0125_M.A200909.020.nc
2009,10,575.3038330078125,NLDAS_NOAH0125_M.A200910.020.nc
2009,11,595.1153564453125,NLDAS_NOAH0125_M.A200911.020.nc
2009,12,623.0906982421875,NLDAS_NOAH0125_M.A200912.020.nc
2010,1,613.746826171875,NLDAS_NOAH0125_M.A201001.020.nc
2010,2,624.6627807617188,NLDAS_NOAH0125_M.A201002.020.nc
2010,3,651.3745727539062,NLDAS_NOAH0125_M.A201003.020.nc
2010,4,609.8151245117188,NLDAS_NOAH0125_M.A201004.020.nc
2010,5,581.0199584960938,NLDAS_NOAH0125_M.A201005.020.nc
2010,6,539.4336547851562,NLDAS_NOAH0125_M.A201006.020.nc
