,GW_storage[cm],SM_storage[cm],SFC_storage[cm],SWE_storage[cm],total_storage[cm],total_storage[cm]_noGW,anomaly[cm],SM_anomaly[cm],GW_anomaly[cm],SWE_anomaly[cm],SFC_anomaly[cm],anomaly[cm]_noGW
1987-07-31,2170.950137555894,58.838175994153396,0.5921712826411113,0.001368080041426072,2230.3818529127298,59.43171535683594,-0.04378295154901079,3.3575711879656285,-1.3849773042193712,-1.8441391470159894,-0.17223768827965497,1.3411943526699863
1987-08-31,2170.942537011706,58.05191090182972,0.2756973438429847,0.00012061608382754985,2229.270265873463,58.327728861756526,-1.1553699908161035,2.5713060956419502,-1.392577848407083,-1.8453866109735881,-0.48871162707778154,0.23720785759058294
1987-09-30,2170.944270324146,57.05000993060152,0.18873551616350398,8.122326801561836e-05,2228.183096994179,57.238826670033035,-2.242538870099801,1.56940512441375,-1.3908445359672839,-1.8454260037894001,-0.5756734547572623,-0.8516943341329104
1987-10-31,2170.9379784696425,56.22638217334584,0.1534734083591868,0.009401057949484513,2227.327235109297,56.38925663965451,-3.0984007549818724,0.7457773671580705,-1.397136390470811,-1.836106169107931,-0.6109355625615794,-1.7012643645114378
1987-11-30,2170.951040614994,58.89906232696184,0.3656982112136983,0.31752289782050014,2230.53332405099,59.58228343599604,0.10768818671106652,3.418457520774071,-1.384074245119416,-1.5279843292369153,-0.39871075970706804,1.4917624318300897
1987-12-31,2171.0040399449927,59.193379935386915,0.477719873025999,1.1210685688360593,2231.7962083222415,60.79216837724898,1.3705724579627763,3.7127751291991475,-1.3310749151206438,-0.7244386582213561,-0.2866890978947673,2.7016473730830266
1988-01-31,2171.0363816731156,59.17201774031827,0.54899612022517,3.92078870371967,2234.6781842373784,63.6418025642631,4.252548373099751,3.691412934130494,-1.2987331869977816,2.075281476662254,-0.21541285069559638,5.551281560097154
1988-02-29,2171.0456558465253,59.53217133261656,0.6397240276380269,5.163892717332085,2236.381443924112,65.33578807758667,5.955808059833026,4.051566526428782,-1.2894590135880872,3.3183854902746694,-0.12468494328273937,7.245267073420714
1988-03-31,2171.0513251244033,60.701381530159566,0.8462879225090736,4.2276151562921225,2236.8266097333644,65.77528460896076,6.400973869085368,5.2207767239717935,-1.283789735709821,2.3821079292347065,0.08187895158830723,7.684763604794808
1988-04-30,2171.060448986462,61.63829487070469,1.3515558961057486,2.937717752743417,2236.9880175060157,65.92756851955386,6.562381641736945,6.157690064516921,-1.2746658736513459,1.0922105256860017,0.5871469251849823,7.837047515387907
1988-05-31,2171.103829720303,62.215541737468975,1.753372585027867,1.495970995547523,2236.5687150383474,65.46488531804437,6.143079174068349,6.734936931281208,-1.2312851398104532,-0.34953623150989227,0.9889636141071009,7.374364313878417
1988-06-30,2171.1707777298066,60.08002705504125,1.4425233310718084,0.15165335018219375,2232.8449814661017,61.674203736295254,2.4193456018229105,4.59942224885348,-1.1643371303067687,-1.6938538768752218,0.6781143601510422,3.583682732129302
1988-07-31,2171.1902483968215,57.20386830337905,0.6069168839807952,8.01090529544777e-05,2229.0011136932344,57.81086529641281,-1.4245221710442635,1.723263497191283,-1.1448664632914953,-1.845427118004461,-0.15749208693997105,-0.2796557077531469
1988-08-31,2171.1746352329988,55.28043853142335,0.2610777047839413,3.6543124891579205e-07,2226.716151834637,55.54151660163854,-3.709484029641689,-0.20016627476442073,-1.1604796271146611,-1.8455068616261665,-0.503331266136825,-2.54900440252741
1988-09-30,2171.1500501949754,54.80048698257875,0.21255488590074634,0.007645349009843725,2226.170737412465,55.02068721748934,-4.254898451813936,-0.6801178236090227,-1.1850646651377146,-1.8378618780475717,-0.55185408502002,-3.0698337866766128
1988-10-31,2171.127262151123,54.18606688274021,0.18183014070535772,0.0002378504429731854,2225.4953970250112,54.36813487388853,-4.930238839267368,-1.2945379234475665,-1.2078527089903404,-1.8452693766144423,-0.5825788302154086,-3.7223861302774153
1988-11-30,2171.0940447657986,54.096727884412786,0.18190747805668528,0.6576735535391744,2226.030353681807,54.936308916008656,-4.395282182471858,-1.3838769217749785,-1.2410700943149588,-1.187833673518241,-0.582501492864081,-3.1542120881572986
1988-12-31,2171.0537209773506,54.45121423367572,0.2631670744246558,1.8203842680220363,2227.588486553473,56.53476557612241,-2.837149310805808,-1.02939057251205,-1.2813938827626339,-0.02512295903537914,-0.5012418964961105,-1.5557554280435373
1989-01-31,2171.0054378125033,54.50220833620536,0.34144751663274464,4.1607435650897475,2230.009837230431,59.00439941792785,-0.415798633847462,-0.9783964699824084,-1.3296770476097477,2.315236338032332,-0.4229614542880217,0.9138784137619044
1989-02-28,2170.9531721622498,55.094643766812524,0.4257368402129128,6.185545635925148,2232.6590984052,61.70592624295058,2.233462540921428,-0.3859610393752438,-1.3819426978635985,4.340038408867734,-0.33867213070785346,3.6154052387846383
1989-03-31,2170.9090115644176,57.34775916468233,0.8193579740949477,4.700320656847215,2233.776449360042,62.8674377956245,3.3508134957633207,1.8671543584945642,-1.4261032956956243,2.8548134297898,0.05494900317418137,4.7769167914585475
1989-04-30,2170.897288176096,58.00250595140728,1.2948173499286117,2.989824709421284,2233.184436186853,62.28714801075717,2.7588003225743756,2.521901145219504,-1.437826684017223,1.1443174823638684,0.5304083790078455,4.19662700659122
1989-05-31,2170.9247847263327,57.5733113012624,1.4174087451677506,1.1861488080989901,2231.101653580862,60.17686885452915,0.676017716583265,2.0927064950746335,-1.4103301337803218,-0.6593584189584254,0.6529997742469844,2.0863478503631945
1989-06-30,2170.949765511975,56.16388091247246,1.2369043419964736,0.13802364889192842,2228.488574415336,57.53880890336087,-1.9370614489428457,0.6832761062846937,-1.3853493481381483,-1.7074835781654871,0.4724953710757071,-0.5517121008050841
1989-07-31,2170.928432908497,53.883736197539804,0.5736414239387152,0.0008020662206209869,2225.3866125961963,54.458179687699136,-5.039023268082553,-1.5968686086479733,-1.406681951616112,-1.8447051608367946,-0.19076754698205117,-3.6323413164668166
